title,image_url,rating,upc,price,inventory,category,url,description
"Fruits Basket, Vol. 7 (Fruits Basket #7)",http://books.toscrape.com/media/cache/c3/36/c3366ab246bf5e4baec15cdf55915b69.jpg,1,de6d7645f192d517,£19.57,7,Sequential Art,http://books.toscrape.com/catalogue/fruits-basket-vol-7-fruits-basket-7_468/index.html,"Tohru and company have been having a lot more fun ever since Kisa came to visit. Now it's time for Tohru to meet another member of the Zodiac - the skillfully sarcastic grade-school student, Hiro! One"
"Fruits Basket, Vol. 6 (Fruits Basket #6)",http://books.toscrape.com/media/cache/cd/b5/cdb5bd3a70cd857879120b4a90192bda.jpg,4,97258f576d4bb672,£20.96,6,Sequential Art,http://books.toscrape.com/catalogue/fruits-basket-vol-6-fruits-basket-6_427/index.html,"Delving into the recesses of Kyo's past, we find the Sohma trio returning home on a rainy day. There, a mysterious man who has known Kyo for a long time meets them. Trust, loyalty and the bonds of fam"
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",http://books.toscrape.com/media/cache/c7/11/c7117547293ca3bb7a6a78e6603f2f8e.jpg,3,6e06d0f00f6da20f,£36.39,6,Sequential Art,http://books.toscrape.com/catalogue/death-note-vol-6-give-and-take-death-note-6_425/index.html,"Light Yagami is an ace student with great prospects - and he's bored out of his mind. But all that changes when he finds the Death Note, a notebook dropped by a rogue Shinigami death god. Any human wh"
"Fruits Basket, Vol. 5 (Fruits Basket #5)",http://books.toscrape.com/media/cache/8e/25/8e259f84683adbaa30452df5aaa142b3.jpg,1,3fd83dcf37bf1bc0,£16.33,5,Sequential Art,http://books.toscrape.com/catalogue/fruits-basket-vol-5-fruits-basket-5_376/index.html,"For a springtime treat, Shigure arranges for Tohru and the gang to spend Golden Week at the Sohmas' vacation home. On a rainy day, as the holiday draws to a close, who should make a surprise visit but"
"Death Note, Vol. 5: Whiteout (Death Note #5)",http://books.toscrape.com/media/cache/93/d9/93d98563d32936ffd8db2c19f7857478.jpg,1,1c0a38899c82b60a,£52.41,5,Sequential Art,http://books.toscrape.com/catalogue/death-note-vol-5-whiteout-death-note-5_368/index.html,"Light Yagami is an ace student with great prospects - and he's bored out of his mind. But all that changes when he finds the Death Note, a notebook dropped by a rogue Shinigami death god. Any human wh"
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",http://books.toscrape.com/media/cache/20/99/20995345e7a87cdfb4503283ae991e84.jpg,2,df53c2948b32bde3,£27.88,4,Sequential Art,http://books.toscrape.com/catalogue/the-demon-prince-of-momochi-house-vol-4-the-demon-prince-of-momochi-house-4_344/index.html,"On her sixteenth birthday, orphan Himari Momochi inherits her ancestral estate that she’s never seen. Momochi House exists on the barrier between the human and spiritual realms, and Himari is meant to"
"Fruits Basket, Vol. 4 (Fruits Basket #4)",http://books.toscrape.com/media/cache/77/0b/770bf7bcb38eaacc6a9392dd0b7af1e4.jpg,4,8fff1084aa085a13,£50.44,4,Sequential Art,http://books.toscrape.com/catalogue/fruits-basket-vol-4-fruits-basket-4_321/index.html,"When the infamous Akito makes an in-class appearance at the start of the school year, the Sohma family worries that his arrival will be an uncensored exercise of show-and-tell about Yuki's past. Meanw"
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",http://books.toscrape.com/media/cache/33/cb/33cb44fb2984e4d09dc2263c50b36927.jpg,3,a33ed2e6068df53e,£14.41,3,Sequential Art,http://books.toscrape.com/catalogue/the-wicked-the-divine-vol-3-commercial-suicide-the-wicked-the-divine_287/index.html,After the detonation of FANDEMONIUM the gods-as-pop-stars of THE WICKED + THE DIVINE try living in the long dark shadow. Team WicDiv are joined by a stellar cast of guest artists to put the spotlight 
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",http://books.toscrape.com/media/cache/df/96/df96b9a9739d2421620bfb3622f3c2d0.jpg,5,91eb9605998a7c03,£55.55,3,Sequential Art,http://books.toscrape.com/catalogue/the-sandman-vol-3-dream-country-the-sandman-volumes-3_279/index.html,"The third volume of the Sandman collection is a series of four short comic book stories. In each of these otherwise unrelated stories, Morpheus serves only as a minor character. Here we meet the mothe"
"Saga, Volume 3 (Saga (Collected Editions) #3)",http://books.toscrape.com/media/cache/55/89/5589eb7a8127d04add1c4205186d91d4.jpg,5,7b870bf85d01c2dc,£21.57,3,Sequential Art,http://books.toscrape.com/catalogue/saga-volume-3-saga-collected-editions-3_216/index.html,"From the Hugo Award-winning duo of Brian K. Vaughan (The Private Eye, Y: The Last Man) and Fiona Staples (North 40, Red Sonja), Saga is the sweeping tale of one young family fighting to find their pla"
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),http://books.toscrape.com/media/cache/1b/8b/1b8b733db667fc3a7bbca0d65fa078f1.jpg,3,9707989a439757b4,£43.63,3,Sequential Art,http://books.toscrape.com/catalogue/prodigy-the-graphic-novel-legend-the-graphic-novel-2_207/index.html,"The second book in the best-selling Legend trilogy comes to life in this vibrant graphic novel adaptation.After escaping from the Republic's stronghold, Day and June are on the run in Vegas when the c"
Persepolis: The Story of a Childhood (Persepolis #1-2),http://books.toscrape.com/media/cache/9d/5f/9d5f4a231a2ee898ed76f603b3e40163.jpg,1,cb62418129b864a3,£39.13,3,Sequential Art,http://books.toscrape.com/catalogue/persepolis-the-story-of-a-childhood-persepolis-1-2_206/index.html,"A New York Times Notable BookA Time Magazine “Best Comix of the Year”A San Francisco Chronicle and Los Angeles Times Best-sellerWise, funny, and heartbreaking, Persepolis is Marjane Satrapi’s memoir o"
Original Fake,http://books.toscrape.com/media/cache/39/99/3999845b6800427aad3d45041586a171.jpg,3,c59283b05905c853,£31.45,3,Sequential Art,http://books.toscrape.com/catalogue/original-fake_203/index.html,"In this Banksy-inspired illustrated novel, an escalating sibling rivalry train wrecks and vengeance is a street-art act of warIntrovert Frankie Neumann hates his life, and understandably so. He’s got "
"Grayson, Vol 3: Nemesis (Grayson #3)",http://books.toscrape.com/media/cache/a9/10/a9105d5dbdc6a339c21d6635b3dc1697.jpg,1,4f6985aca357ae09,£42.72,3,Sequential Art,http://books.toscrape.com/catalogue/grayson-vol-3-nemesis-grayson-3_164/index.html,"In this collection, Grayson faces some of his most difficult challenges! Not only must he take on Lex Luthor, and risks losing his position with Spyral, but Dick finds that in order to save Agent 1 he"
"Fruits Basket, Vol. 3 (Fruits Basket #3)",http://books.toscrape.com/media/cache/85/d2/85d2821dbc2d274f516582449199015e.jpg,2,d5f5a122a593b580,£45.17,3,Sequential Art,http://books.toscrape.com/catalogue/fruits-basket-vol-3-fruits-basket-3_159/index.html,"A family with an ancient curse...And the girl who will change their lives forever...It's Valentines Day and you know what that means - lots of chocolates for the cutest boys at school! In this case, i"
"Black Butler, Vol. 1 (Black Butler #1)",http://books.toscrape.com/media/cache/86/bb/86bb13ef73474e6e96acea6e5ff44231.jpg,1,15f415d436888b2d,£49.31,3,Sequential Art,http://books.toscrape.com/catalogue/black-butler-vol-1-black-butler-1_130/index.html,"In the Victorian ages of London The Earl of the Phantomhive house, Ciel Phantomhive, needs to get his revenge on those who had humiliated him and destroyed what he loved. Not being able to do it alone"
Awkward,http://books.toscrape.com/media/cache/71/82/718278fb0edaa50e1f1930cdd2048d87.jpg,2,1d89a2aa9f6ce50f,£38.02,3,Sequential Art,http://books.toscrape.com/catalogue/awkward_124/index.html,Cardinal rule #1 for surviving school: Don't get noticed by the mean kids.Cardinal rule #2 for surviving school: Seek out groups with similar interests and join them.On her first day at her new school
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",http://books.toscrape.com/media/cache/b3/48/b3481a7849a7d98131ced57476bb2f26.jpg,1,276dc716b1da8899,£54.81,2,Sequential Art,http://books.toscrape.com/catalogue/the-sandman-vol-2-the-dolls-house-the-sandman-volumes-2_110/index.html,"A being who has existed since the beginning of the universe, Dream of the Endless rules over the realm of dreams. In THE DOLL’S HOUSE, after a decades-long imprisonment, the Sandman has returned to fi"
"Saga, Volume 2 (Saga (Collected Editions) #2)",http://books.toscrape.com/media/cache/bd/1e/bd1e9e86b838676121bc4954ab40712a.jpg,3,9189fd009df41d0e,£11.75,2,Sequential Art,http://books.toscrape.com/catalogue/saga-volume-2-saga-collected-editions-2_107/index.html,"From award-winning writer BRIAN K. VAUGHAN (Pride of Baghdad, Ex Machina) and critically acclaimed artist FIONA STAPLES (Mystery Society, Done to Death), SAGA is sweeping tale of one young family figh"
"Fruits Basket, Vol. 2 (Fruits Basket #2)",http://books.toscrape.com/media/cache/87/36/8736be56d958f5d8d855108afb206c9f.jpg,5,c0db71f6bb14db11,£11.64,2,Sequential Art,http://books.toscrape.com/catalogue/fruits-basket-vol-2-fruits-basket-2_100/index.html,"A family with an ancient curse...And the girl who will change their lives forever...Ever since Tohru Honda discovered the Zodiac secret of the Sohma clan, her eyes have opened to a world of magic and "
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",http://books.toscrape.com/media/cache/31/3f/313fb7d006c8c507d63ce7e96b56d925.jpg,4,09d26b5f819c6a36,£18.51,1,Sequential Art,http://books.toscrape.com/catalogue/y-the-last-man-vol-1-unmanned-y-the-last-man-1_98/index.html,"""Y"" is none other than unemployed escape artist Yorick Brown (his father was a Shakespeare buff), and he's seemingly the only male human left alive after a mysterious plague kills all Y-chromosome car"
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",http://books.toscrape.com/media/cache/2a/29/2a296946d7a2ed3829e57d6b155be43b.jpg,2,dac9d1e654fac737,£36.52,1,Sequential Art,http://books.toscrape.com/catalogue/the-wicked-the-divine-vol-1-the-faust-act-the-wicked-the-divine_86/index.html,"Every ninety years, twelve gods incarnate as humans. They are loved. They are hated. In two years, they are dead. The team behind critical tongue-attractors like Young Avengers and PHONOGRAM reunite t"
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",http://books.toscrape.com/media/cache/35/18/3518d80c6b73f9c76e9713af42b9c8e1.jpg,3,5faefdc861684eb1,£54.12,1,Sequential Art,http://books.toscrape.com/catalogue/the-sandman-vol-1-preludes-and-nocturnes-the-sandman-volumes-1_79/index.html,"In 1916, Dream is captured and encased in a glass globe in a failed attempt by a fictional Edwardian magician (very much in the vein of Aleister Crowley) named Roderick Burgess to bind Death and attai"
The Complete Maus (Maus #1-2),http://books.toscrape.com/media/cache/e5/0f/e50f35f47d84efaa739eff59b3dd4f7c.jpg,3,3301af038a720587,£10.64,1,Sequential Art,http://books.toscrape.com/catalogue/the-complete-maus-maus-1-2_62/index.html,"Combined for the first time here are Maus I: A Survivor's Tale and Maus II - the complete story of Vladek Spiegelman and his wife, living and surviving in Hitler's Europe. By addressing the horror of "
"Skip Beat!, Vol. 01 (Skip Beat! #1)",http://books.toscrape.com/media/cache/03/0a/030af2f71cc40b03f7d79a0929ac9c18.jpg,3,2ac720f76384c57e,£42.12,1,Sequential Art,http://books.toscrape.com/catalogue/skip-beat-vol-01-skip-beat-1_55/index.html,"Kyoko always thought that Sho, whose family took her in when she was small, was her prince charming. However, when Sho heads for Tokyo to make it big as a musician, Kyoko goes with him and has to quit"
"Saga, Volume 1 (Saga (Collected Editions) #1)",http://books.toscrape.com/media/cache/86/01/860132d9f65dd9df2143fb9071a40115.jpg,1,4f64568dfefa3ce7,£28.48,1,Sequential Art,http://books.toscrape.com/catalogue/saga-volume-1-saga-collected-editions-1_48/index.html,"When two soldiers from opposite sides of a never-ending galactic war fall in love, they risk everything to bring a fragile new life into a dangerous old universe. From bestselling writer Brian K. Vaug"
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",http://books.toscrape.com/media/cache/70/da/70daa09e4ddebe1d60f50720c0b49976.jpg,5,3cdca3b4a93980f5,£46.96,1,Sequential Art,http://books.toscrape.com/catalogue/rat-queens-vol-1-sass-sorcery-rat-queens-collected-editions-1-5_46/index.html,"Who are the Rat Queens? A pack of booze-guzzling, death-dealing battle maidens-for-hire, and they're in the business of killing all god's creatures for profit. It's also a darkly comedic sass-and-sorc"
"Paper Girls, Vol. 1 (Paper Girls #1-5)",http://books.toscrape.com/media/cache/87/b3/87b3b5ff42301d1c7eeb0c81055f1633.jpg,4,bcbcbcf0f6ed196f,£21.71,1,Sequential Art,http://books.toscrape.com/catalogue/paper-girls-vol-1-paper-girls-1-5_44/index.html,"In the early hours after Halloween of 1988, four 12-year-old newspaper delivery girls uncover the most important story of all time. Suburban drama and otherworldly mysteries collide in this smash-hit "
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",http://books.toscrape.com/media/cache/27/33/27334267037a79caed4d7b0092d59fb5.jpg,3,326825e02a198cf6,£29.87,1,Sequential Art,http://books.toscrape.com/catalogue/ouran-high-school-host-club-vol-1-ouran-high-school-host-club-1_43/index.html,"One day, Haruhi, a scholarship student at exclusive Ouran High School, breaks an $80,000 vase that belongs to the 'Host Club', a mysterious campus group consisting of six super-rich (and gorgeous) guy"
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",http://books.toscrape.com/media/cache/99/f5/99f511d2d38ef356701341d405a1cca2.jpg,4,35a60467893aa168,£39.39,1,Sequential Art,http://books.toscrape.com/catalogue/ms-marvel-vol-1-no-normal-ms-marvel-2014-2015-1_34/index.html,"Marvel Comics presents the new Ms. Marvel, the groundbreaking heroine that has become an international sensation! Kamala Khan is an ordinary girl from Jersey City — until she's suddenly empowered with"
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",http://books.toscrape.com/media/cache/66/97/6697a03eedbac77c2e957788e48b70a8.jpg,3,6fe02600f322a0a9,£45.24,1,Sequential Art,http://books.toscrape.com/catalogue/hawkeye-vol-1-my-life-as-a-weapon-hawkeye-1_24/index.html,"The breakout star of this summer's blockbuster Avengers film, Clint Barton - aka the self-made hero Hawkeye - fights for justice! With ex-Young Avenger Kate Bishop by his side, he's out to prove himse"
"Giant Days, Vol. 1 (Giant Days #1-4)",http://books.toscrape.com/media/cache/eb/20/eb2063bd8d636cb8200c4b2c7cb6c773.jpg,4,eb0fe24bbc845ecc,£56.76,1,Sequential Art,http://books.toscrape.com/catalogue/giant-days-vol-1-giant-days-1-4_22/index.html,"Susan, Esther, and Daisy started at university three weeks ago and became fast friends. Now, away from home for the first time, all three want to reinvent themselves. But in the face of handwringing b"
"Fruits Basket, Vol. 1 (Fruits Basket #1)",http://books.toscrape.com/media/cache/03/c5/03c51e2b5bf51a3f55deecbf8c9e8515.jpg,5,72e6fbf4f6382557,£40.28,1,Sequential Art,http://books.toscrape.com/catalogue/fruits-basket-vol-1-fruits-basket-1_21/index.html,A family with an ancient curse...And the girl who will change their lives forever...Tohru Honda was an orphan with no place to go until the mysterious Sohma family offered her a place to call home. No
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",http://books.toscrape.com/media/cache/48/b0/48b07e2daa02d7e5485aa546dec5a25e.jpg,5,099fae4a0705d63b,£34.65,1,Sequential Art,http://books.toscrape.com/catalogue/bleach-vol-1-strawberry-and-the-soul-reapers-bleach-1_7/index.html,"Hot-tempered 15-year-old Ichigo Kurosaki, the hero of the popular fantasy-adventure Bleach , has the unsettling ability to see spirits who are unable to rest in peace. His sixth sense leads him to Ruk"
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",http://books.toscrape.com/media/cache/30/98/309814b6eeba469f4c741147aaaa076a.jpg,4,bfd5e1701c862ac3,£57.06,1,Sequential Art,http://books.toscrape.com/catalogue/ajin-demi-human-volume-1-ajin-demi-human-1_4/index.html,"High school student Kei Nagai is struck dead in a grizzly traffic accident, but immediately revives to learn that he may not be like every other human. Instead, he may be a mysterious almost immortal "
The Secret Garden,http://books.toscrape.com/media/cache/f1/78/f17805e88aed31aae352ab250b2a379d.jpg,4,abbb492978ff656d,£15.08,5,Classics,http://books.toscrape.com/catalogue/the-secret-garden_413/index.html,"When orphaned Mary Lennox comes to live at her uncle's great house on the Yorkshire Moors, she finds it full of secrets. The mansion has nearly one hundred rooms, and her uncle keeps himself locked up"
The Metamorphosis,http://books.toscrape.com/media/cache/9b/33/9b33c3c40c8d27054a3edf96cbf6a2fb.jpg,1,93379e3a2072a01b,£28.58,5,Classics,http://books.toscrape.com/catalogue/the-metamorphosis_409/index.html,"As Gregor Samsa awoke one morning from uneasy dreams he found himself transformed in his bed into a gigantic insect. He was laying on his hard, as it were armor-plated, back and when he lifted his hea"
The Pilgrim's Progress,http://books.toscrape.com/media/cache/91/2a/912acfe6ee354d9d9bf3c1fa517c4252.jpg,2,6053ddf69c967d5f,£50.26,4,Classics,http://books.toscrape.com/catalogue/the-pilgrims-progress_353/index.html,"Often rated as important as the Bible as a Christian document, this famous story of man's progress through life in search of salvation remains one of the most entertaining allegories of faith ever wri"
The Hound of the Baskervilles (Sherlock Holmes #5),http://books.toscrape.com/media/cache/9d/fe/9dfe2a73c6a1a1c09927c904de641ebf.jpg,2,6587f46697fc4443,£14.82,4,Classics,http://books.toscrape.com/catalogue/the-hound-of-the-baskervilles-sherlock-holmes-5_348/index.html,Holmes and Watson are faced with their most terrifying case yet. The legend of the devil-beast that haunts the moors around the Baskerville family's home warns the descendants of that ancient clan nev
Little Women (Little Women #1),http://books.toscrape.com/media/cache/55/a9/55a942b0c092c40bdbb6a1f1be340984.jpg,4,deda806b68b0aa11,£28.07,4,Classics,http://books.toscrape.com/catalogue/little-women-little-women-1_331/index.html,"Little Women is the heartwarming story of the March family that has thrilled generations of readers. It is the story of four sisters--Jo, Meg, Amy and Beth-- and of the courage, humor and ingenuity th"
Gone with the Wind,http://books.toscrape.com/media/cache/ac/ee/acee20cff19be38cc3efc5e9b50afae4.jpg,3,23310ce84d3c9f85,£32.49,4,Classics,http://books.toscrape.com/catalogue/gone-with-the-wind_324/index.html,Margaret Mitchell's epic novel of love and war won the Pulitzer Prize and one of the most popular and celebrated movies of all time. Many novels have been written about the Civil War and its aftermath
Candide,http://books.toscrape.com/media/cache/e7/7d/e77d917c495e649216225bd47e006482.jpg,3,2798974abc8a58a8,£58.63,4,Classics,http://books.toscrape.com/catalogue/candide_316/index.html,"Brought up in the household of a powerful Baron, Candide is an open-minded young man, whose tutor, Pangloss, has instilled in him the belief that 'all is for the best'. But when his love for the Baron"
Animal Farm,http://books.toscrape.com/media/cache/73/b9/73b9d68a89e6d037f1afdc70f96bad09.jpg,3,1451b55e5e56bb89,£57.22,4,Classics,http://books.toscrape.com/catalogue/animal-farm_313/index.html,"Tired of their servitude to man, a group of farm animals revolt and establish their own society, only to be betrayed into worse servitude by their leaders, the pigs, whose slogan becomes: ""All animals"
Wuthering Heights,http://books.toscrape.com/media/cache/d8/64/d8644073d00c000cb60643256080cc4b.jpg,3,5a7ff9aaa3168878,£17.73,3,Classics,http://books.toscrape.com/catalogue/wuthering-heights_307/index.html,"Wuthering Heights is a wild, passionate story of the intense and almost demonic love between Catherine Earnshaw and Heathcliff, a foundling adopted by Catherine's father. After Mr Earnshaw's death, He"
The Picture of Dorian Gray,http://books.toscrape.com/media/cache/67/29/67297ff3ae6cb02884c52e5250fe7c1a.jpg,2,b9f6305a3d650e2c,£29.70,3,Classics,http://books.toscrape.com/catalogue/the-picture-of-dorian-gray_270/index.html,"Introduction by Jeffrey Eugenides Written in his distinctively dazzling manner, Oscar Wilde’s story of a fashionable young man who sells his soul for eternal youth and beauty is the author’s most popu"
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),http://books.toscrape.com/media/cache/55/2d/552d55d44dcc0f27e98b3e7dc3959e1a.jpg,4,cad70d6ffd53912f,£26.78,3,Classics,http://books.toscrape.com/catalogue/the-complete-stories-and-poems-the-works-of-edgar-allan-poe-cameo-edition_238/index.html,"This single volume brings together all of Poe's stories and poems, and illuminates the diverse and multifaceted genius of one of the greatest and most influential figures in American literary history."
Beowulf,http://books.toscrape.com/media/cache/3d/8c/3d8cd7a42d3e57cb10e02f9ab76bd549.jpg,2,3fb69f34e178d494,£38.35,3,Classics,http://books.toscrape.com/catalogue/beowulf_126/index.html,"The national bestseller and winner of the Whitbread Award. Composed toward the end of the first millennium, Beowulf is the classic Northern epic of a hero’s triumphs as a young warrior and his fated d"
And Then There Were None,http://books.toscrape.com/media/cache/6f/b0/6fb0c3064656f888125ab577b6a01867.jpg,2,cfe350b20d23b02b,£35.01,3,Classics,http://books.toscrape.com/catalogue/and-then-there-were-none_119/index.html,"First, there were ten - a curious assortment of strangers summoned as weekend guests to a private island off the coast of Devon. Their host, an eccentric millionaire unknown to all of them, is nowhere"
The Story of Hong Gildong,http://books.toscrape.com/media/cache/b5/5b/b55be7e5c18b62cef6ebeae404f7f643.jpg,4,32d035df92ab9080,£43.19,1,Classics,http://books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html,"The Story of Hong Gildong is arguably the single most important work of classic Korean fiction. Like its English counterpart, Robin Hood, it has been adapted into countless movies, television shows, n"
The Little Prince,http://books.toscrape.com/media/cache/c0/d6/c0d67625e62981155f5e1f553bda1a94.jpg,2,1aeca7d078d57deb,£45.42,1,Classics,http://books.toscrape.com/catalogue/the-little-prince_72/index.html,"Moral allegory and spiritual autobiography, The Little Prince is the most translated book in the French language. With a timeless charm it tells the story of a little boy who leaves the safety of his "
Sense and Sensibility,http://books.toscrape.com/media/cache/a8/57/a857deea83c7d4c66e2920e1cf5d8fe0.jpg,1,35e44170702139a4,£37.46,1,Classics,http://books.toscrape.com/catalogue/sense-and-sensibility_49/index.html,"'The more I know of the world, the more am I convinced that I shall never see a man whom I can really love. I require so much!'Marianne Dashwood wears her heart on her sleeve, and when she falls in lo"
Of Mice and Men,http://books.toscrape.com/media/cache/a0/bb/a0bb0881c8ee6f5866804cf0a437853f.jpg,2,39592d9d72e717c4,£47.11,1,Classics,http://books.toscrape.com/catalogue/of-mice-and-men_37/index.html,"The compelling story of two outsiders striving to find their place in an unforgiving world. Drifters in search of work, George and his simple-minded friend Lennie have nothing in the world except each"
Emma,http://books.toscrape.com/media/cache/ae/98/ae98d08a6f427491dd8eda6b51af41fe.jpg,2,2e69730561ed70ad,£32.93,1,Classics,http://books.toscrape.com/catalogue/emma_17/index.html,"'I never have been in love; it is not my way, or my nature; and I do not think I ever shall.'Beautiful, clever, rich - and single - Emma Woodhouse is perfectly content with her life and sees no need f"
Alice in Wonderland (Alice's Adventures in Wonderland #1),http://books.toscrape.com/media/cache/99/df/99df494c230127c3d5ff53153d1f23a3.jpg,1,cd2a2a70dd5d176d,£55.53,1,Classics,http://books.toscrape.com/catalogue/alice-in-wonderland-alices-adventures-in-wonderland-1_5/index.html,
Sophie's World,http://books.toscrape.com/media/cache/d7/39/d73914232130fdf90d66f02fd9798f2b.jpg,5,6be3beb0793a53e7,£15.94,18,Philosophy,http://books.toscrape.com/catalogue/sophies-world_966/index.html,"A page-turning novel that is also an exploration of the great philosophical concepts of Western thought, Sophie’s World has fired the imagination of readers all over the world, with more than twenty m"
The Death of Humanity: and the Case for Life,http://books.toscrape.com/media/cache/3f/f6/3ff6fe5d0c5ca7ab2ed8b5971e299caa.jpg,4,bd261725b99f5983,£58.11,16,Philosophy,http://books.toscrape.com/catalogue/the-death-of-humanity-and-the-case-for-life_932/index.html,"Do you believe human life is inherently valuable? Unfortunately, in the secularized age of state-sanctioned euthanasia and abortion-on-demand, many are losing faith in the simple value of human life. "
The Stranger,http://books.toscrape.com/media/cache/c8/1a/c81aea97de1daaa0081d96f8564c204c.jpg,4,f5a92cff83897d48,£17.44,15,Philosophy,http://books.toscrape.com/catalogue/the-stranger_861/index.html,"This is an alternate cover edition for ISBN 0679720200.Through the story of an ordinary man unwittingly drawn into a senseless murder on an Algerian beach, Camus explored what he termed ""the nakedness"
Proofs of God: Classical Arguments from Tertullian to Barth,http://books.toscrape.com/media/cache/f6/cb/f6cb2300a1235a344f1c11b2be9a605d.jpg,1,d56d0710668bb39c,£54.21,8,Philosophy,http://books.toscrape.com/catalogue/proofs-of-god-classical-arguments-from-tertullian-to-barth_538/index.html,Leading theologian Matthew Levering presents a thoroughgoing critical survey of the proofs of God's existence for readers interested in traditional Christian responses to the problem of atheism. Begin
Kierkegaard: A Christian Missionary to Christians,http://books.toscrape.com/media/cache/bf/90/bf90ad2c3cab628096db8fca010797b4.jpg,1,0cf57cb49272fd37,£47.13,8,Philosophy,http://books.toscrape.com/catalogue/kierkegaard-a-christian-missionary-to-christians_527/index.html,"Soren Kierkegaard (1813-1855) had a mission. The church had become weak, flabby and inconsequential. Being a Christian was more a cultural heritage than a spiritual reality. His mission reintroduce th"
"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",http://books.toscrape.com/media/cache/ce/da/ceda6d577d0609261f997bd99872013b.jpg,5,6b52904b2ab91bf6,£29.93,7,Philosophy,http://books.toscrape.com/catalogue/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html,"Paris, near the turn of 1933. Three young friends meet over apricot cocktails at the Bec-de-Gaz bar on the rue Montparnasse. They are Jean-Paul Sartre, Simone de Beauvoir and their friend Raymond Aron"
Critique of Pure Reason,http://books.toscrape.com/media/cache/3b/28/3b28ec3663a81d36272a08e5a49644f2.jpg,1,429b4a811bef386c,£20.75,5,Philosophy,http://books.toscrape.com/catalogue/critique-of-pure-reason_366/index.html,"This entirely new translation of Critique of Pure Reason is the most accurate and informative English translation ever produced of this epochal philosophical text. Though its simple, direct style will"
"Run, Spot, Run: The Ethics of Keeping Pets",http://books.toscrape.com/media/cache/8c/bf/8cbf4667b5798cb8195f1e126ddd6a5c.jpg,1,b0e479be03911916,£20.02,2,Philosophy,http://books.toscrape.com/catalogue/run-spot-run-the-ethics-of-keeping-pets_106/index.html,"A life shared with pets brings many emotions. We feel love for our companions, certainly, and happiness at the thought that we’re providing them with a safe, healthy life. But there’s another emotion,"
The Nicomachean Ethics,http://books.toscrape.com/media/cache/16/f4/16f4518319f7dcadc23d020279f78545.jpg,1,5c10b64db3e4f228,£36.34,1,Philosophy,http://books.toscrape.com/catalogue/the-nicomachean-ethics_75/index.html,"‘One swallow does not make a summer; neither does one day. Similarly neither can one day, or a brief space of time, make a man blessed and happy’In the Nicomachean Ethics, Aristotle sets out to examin"
Meditations,http://books.toscrape.com/media/cache/90/f7/90f79652caecac36bc97bf7b769c8fc4.jpg,2,4f19709e47883df5,£25.89,1,Philosophy,http://books.toscrape.com/catalogue/meditations_33/index.html,"Written in Greek, without any intention of publication, by the only Roman emperor who was also a philosopher, the Meditations of Marcus Aurelius (AD 121-180) offer a remarkable series of challenging s"
Beyond Good and Evil,http://books.toscrape.com/media/cache/d1/7f/d17f326e3fcaf84c37d6d51e3470bcc6.jpg,1,08672cd59171d5e4,£43.38,1,Philosophy,http://books.toscrape.com/catalogue/beyond-good-and-evil_6/index.html,Friedrich Nietzsche's Beyond Good and Evil is translated from the German by R.J. Hollingdale with an introduction by Michael Tanner in Penguin Classics.Beyond Good and Evil confirmed Nietzsche's posit
Chase Me (Paris Nights #2),http://books.toscrape.com/media/cache/6c/84/6c84fcf7a53b02b6e763de7272934842.jpg,5,c2e46a2ee3b4a322,£25.27,19,Romance,http://books.toscrape.com/catalogue/chase-me-paris-nights-2_977/index.html,"A Michelin two-star chef at twenty-eight, Violette Lenoir could handle anything, including a cocky burglar who broke into her restaurant in the middle of the night.Or so she thought.Elite counterterro"
